timestamp,backend_url,latency_ms,status_code,routing_mode
2025-05-08T12:33:30.180589,http://localhost:8081,31,200,adaptive_ewma
2025-05-08T12:33:30.181082,http://localhost:8081,31,200,adaptive_ewma
2025-05-08T12:33:30.181223,http://localhost:8081,32,200,adaptive_ewma
2025-05-08T12:33:30.181332,http://localhost:8081,30,200,adaptive_ewma
2025-05-08T12:33:30.181436,http://localhost:8081,30,200,adaptive_ewma
2025-05-08T12:33:30.181538,http://localhost:8081,27,200,adaptive_ewma
2025-05-08T12:33:30.181634,http://localhost:8081,27,200,adaptive_ewma
2025-05-08T12:33:30.181813,http://localhost:8081,27,200,adaptive_ewma
2025-05-08T12:33:30.184357,http://localhost:8081,35,200,adaptive_ewma
2025-05-08T12:33:30.184491,http://localhost:8081,33,200,adaptive_ewma
2025-05-08T12:33:30.184703,http://localhost:8081,34,200,adaptive_ewma
2025-05-08T12:33:30.184870,http://localhost:8081,34,200,adaptive_ewma
2025-05-08T12:33:30.185091,http://localhost:8081,31,200,adaptive_ewma
2025-05-08T12:33:30.185188,http://localhost:8081,32,200,adaptive_ewma
2025-05-08T12:33:30.185279,http://localhost:8081,30,200,adaptive_ewma
2025-05-08T12:33:30.190439,http://localhost:8081,41,200,adaptive_ewma
2025-05-08T12:33:30.190589,http://localhost:8081,38,200,adaptive_ewma
2025-05-08T12:33:30.190757,http://localhost:8081,40,200,adaptive_ewma
2025-05-08T12:33:30.190856,http://localhost:8081,38,200,adaptive_ewma
2025-05-08T12:33:30.190952,http://localhost:8081,38,200,adaptive_ewma
2025-05-08T12:33:30.191056,http://localhost:8081,38,200,adaptive_ewma
2025-05-08T12:33:30.191410,http://localhost:8081,53,200,adaptive_ewma
2025-05-08T12:33:30.376678,http://localhost:8082,224,200,adaptive_ewma
2025-05-08T12:33:30.378041,http://localhost:8082,226,200,adaptive_ewma
2025-05-08T12:33:30.379117,http://localhost:8082,227,200,adaptive_ewma
2025-05-08T12:33:30.380072,http://localhost:8082,229,200,adaptive_ewma
2025-05-08T12:33:30.380787,http://localhost:8082,229,200,adaptive_ewma
2025-05-08T12:33:30.381381,http://localhost:8082,230,200,adaptive_ewma
2025-05-08T12:33:30.382229,http://localhost:8082,230,200,adaptive_ewma
2025-05-08T12:33:30.383318,http://localhost:8082,231,200,adaptive_ewma
2025-05-08T12:33:30.384900,http://localhost:8082,233,200,adaptive_ewma
2025-05-08T12:33:30.385514,http://localhost:8082,232,200,adaptive_ewma
2025-05-08T12:33:30.386072,http://localhost:8082,233,200,adaptive_ewma
2025-05-08T12:33:30.389399,http://localhost:8082,237,200,adaptive_ewma
2025-05-08T12:33:30.390216,http://localhost:8082,237,200,adaptive_ewma
2025-05-08T12:33:30.390779,http://localhost:8082,236,200,adaptive_ewma
2025-05-08T12:33:30.391256,http://localhost:8082,236,200,adaptive_ewma
2025-05-08T12:33:30.391708,http://localhost:8082,242,200,adaptive_ewma
2025-05-08T12:33:30.392187,http://localhost:8082,237,200,adaptive_ewma
2025-05-08T12:33:30.393024,http://localhost:8082,242,200,adaptive_ewma
2025-05-08T12:33:30.393750,http://localhost:8082,243,200,adaptive_ewma
2025-05-08T12:33:30.394091,http://localhost:8082,244,200,adaptive_ewma
2025-05-08T12:33:30.394333,http://localhost:8082,244,200,adaptive_ewma
2025-05-08T12:33:30.394588,http://localhost:8082,240,200,adaptive_ewma
2025-05-08T12:33:30.394878,http://localhost:8082,244,200,adaptive_ewma
2025-05-08T12:33:30.395203,http://localhost:8082,246,200,adaptive_ewma
2025-05-08T12:33:30.395408,http://localhost:8082,240,200,adaptive_ewma
2025-05-08T12:33:30.395604,http://localhost:8082,241,200,adaptive_ewma
2025-05-08T12:33:30.395786,http://localhost:8082,254,200,adaptive_ewma
2025-05-08T12:33:30.395958,http://localhost:8082,246,200,adaptive_ewma
2025-05-08T12:33:30.396147,http://localhost:8082,243,200,adaptive_ewma
2025-05-08T12:33:30.396333,http://localhost:8082,247,200,adaptive_ewma
2025-05-08T12:33:30.398116,http://localhost:8082,243,200,adaptive_ewma
2025-05-08T12:33:30.398414,http://localhost:8082,249,200,adaptive_ewma
2025-05-08T12:33:30.398627,http://localhost:8082,244,200,adaptive_ewma
2025-05-08T12:33:30.398821,http://localhost:8082,217,200,adaptive_ewma
2025-05-08T12:33:30.399032,http://localhost:8082,217,200,adaptive_ewma
2025-05-08T12:33:30.399311,http://localhost:8082,217,200,adaptive_ewma
2025-05-08T12:33:30.399494,http://localhost:8082,217,200,adaptive_ewma
2025-05-08T12:33:30.399674,http://localhost:8082,215,200,adaptive_ewma
2025-05-08T12:33:30.399876,http://localhost:8082,214,200,adaptive_ewma
2025-05-08T12:33:30.400052,http://localhost:8082,215,200,adaptive_ewma
2025-05-08T12:33:30.400228,http://localhost:8082,214,200,adaptive_ewma
2025-05-08T12:33:30.401683,http://localhost:8082,210,200,adaptive_ewma
2025-05-08T12:33:30.401869,http://localhost:8082,210,200,adaptive_ewma
2025-05-08T12:33:30.402038,http://localhost:8082,210,200,adaptive_ewma
2025-05-08T12:33:30.425358,http://localhost:8083,271,200,adaptive_ewma
2025-05-08T12:33:30.425965,http://localhost:8083,271,200,adaptive_ewma
2025-05-08T12:33:30.426216,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.426371,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.426533,http://localhost:8083,275,200,adaptive_ewma
2025-05-08T12:33:30.426676,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.426814,http://localhost:8083,278,200,adaptive_ewma
2025-05-08T12:33:30.426980,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.427272,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.427545,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.427759,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.428481,http://localhost:8083,278,200,adaptive_ewma
2025-05-08T12:33:30.428671,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.428830,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.428986,http://localhost:8083,278,200,adaptive_ewma
2025-05-08T12:33:30.429125,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.429280,http://localhost:8083,275,200,adaptive_ewma
2025-05-08T12:33:30.429426,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.429560,http://localhost:8083,275,200,adaptive_ewma
2025-05-08T12:33:30.429691,http://localhost:8083,274,200,adaptive_ewma
2025-05-08T12:33:30.429832,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.429974,http://localhost:8083,278,200,adaptive_ewma
2025-05-08T12:33:30.431006,http://localhost:8083,276,200,adaptive_ewma
2025-05-08T12:33:30.431175,http://localhost:8083,279,200,adaptive_ewma
2025-05-08T12:33:30.431315,http://localhost:8083,280,200,adaptive_ewma
2025-05-08T12:33:30.431448,http://localhost:8083,281,200,adaptive_ewma
2025-05-08T12:33:30.431582,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.431735,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.431878,http://localhost:8083,281,200,adaptive_ewma
2025-05-08T12:33:30.432015,http://localhost:8083,282,200,adaptive_ewma
2025-05-08T12:33:30.432145,http://localhost:8083,283,200,adaptive_ewma
2025-05-08T12:33:30.432284,http://localhost:8083,277,200,adaptive_ewma
2025-05-08T12:33:30.432405,http://localhost:8083,279,200,adaptive_ewma
2025-05-08T12:33:30.436900,http://localhost:8083,252,200,adaptive_ewma
2025-05-08T12:33:30.437158,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.437322,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.437462,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.437593,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.437803,http://localhost:8083,252,200,adaptive_ewma
2025-05-08T12:33:30.437937,http://localhost:8083,252,200,adaptive_ewma
2025-05-08T12:33:30.440166,http://localhost:8081,10,200,adaptive_ewma
2025-05-08T12:33:30.445004,http://localhost:8081,12,200,adaptive_ewma
2025-05-08T12:33:30.445428,http://localhost:8081,17,200,adaptive_ewma
2025-05-08T12:33:30.445590,http://localhost:8081,12,200,adaptive_ewma
2025-05-08T12:33:30.445719,http://localhost:8081,12,200,adaptive_ewma
2025-05-08T12:33:30.445841,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.445957,http://localhost:8081,12,200,adaptive_ewma
2025-05-08T12:33:30.446071,http://localhost:8083,254,200,adaptive_ewma
2025-05-08T12:33:30.446305,http://localhost:8081,16,200,adaptive_ewma
2025-05-08T12:33:30.446622,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.446749,http://localhost:8083,255,200,adaptive_ewma
2025-05-08T12:33:30.447969,http://localhost:8081,15,200,adaptive_ewma
2025-05-08T12:33:30.448271,http://localhost:8081,15,200,adaptive_ewma
2025-05-08T12:33:30.448521,http://localhost:8081,14,200,adaptive_ewma
2025-05-08T12:33:30.448673,http://localhost:8081,14,200,adaptive_ewma
