timestamp,backend_url,latency_ms,status_code,routing_mode
2025-05-08T11:21:09.912609,http://localhost:8081,43,200,adaptive_sma
2025-05-08T11:21:09.913022,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.916272,http://localhost:8081,38,200,adaptive_sma
2025-05-08T11:21:09.916644,http://localhost:8081,42,200,adaptive_sma
2025-05-08T11:21:09.916761,http://localhost:8081,38,200,adaptive_sma
2025-05-08T11:21:09.917017,http://localhost:8081,47,200,adaptive_sma
2025-05-08T11:21:09.917187,http://localhost:8081,36,200,adaptive_sma
2025-05-08T11:21:09.920290,http://localhost:8081,45,200,adaptive_sma
2025-05-08T11:21:09.920558,http://localhost:8081,42,200,adaptive_sma
2025-05-08T11:21:09.920954,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.921085,http://localhost:8081,42,200,adaptive_sma
2025-05-08T11:21:09.921176,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.921259,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.921615,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.921702,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.921782,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.921856,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.921927,http://localhost:8081,52,200,adaptive_sma
2025-05-08T11:21:09.921998,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.922068,http://localhost:8081,38,200,adaptive_sma
2025-05-08T11:21:09.925725,http://localhost:8081,41,200,adaptive_sma
2025-05-08T11:21:09.925904,http://localhost:8081,42,200,adaptive_sma
2025-05-08T11:21:09.925990,http://localhost:8081,41,200,adaptive_sma
2025-05-08T11:21:09.926061,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.926134,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.926212,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.926283,http://localhost:8081,40,200,adaptive_sma
2025-05-08T11:21:09.926351,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.926417,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.926627,http://localhost:8081,51,200,adaptive_sma
2025-05-08T11:21:09.926729,http://localhost:8081,39,200,adaptive_sma
2025-05-08T11:21:09.926922,http://localhost:8081,47,200,adaptive_sma
2025-05-08T11:21:09.927059,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.927144,http://localhost:8081,47,200,adaptive_sma
2025-05-08T11:21:09.927648,http://localhost:8081,45,200,adaptive_sma
2025-05-08T11:21:09.927739,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.927817,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.927891,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.927964,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.928033,http://localhost:8081,44,200,adaptive_sma
2025-05-08T11:21:09.930097,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.930808,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.930925,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.931035,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.931130,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.931315,http://localhost:8081,46,200,adaptive_sma
2025-05-08T11:21:09.931507,http://localhost:8081,46,200,adaptive_sma
